# LShoulderPitch,LShoulderRoll,BlobX,BlobY
-6.391405755361304064e-03,2.151162061344081833e-01,8.798206735995657279e-01,2.087819361228708814e-01
6.210876605071646850e-02,4.764307110435574977e-01,2.678434704537063782e-01,1.238500565769220518e-01
4.433922639455386006e-01,2.256463074598100693e-01,9.045288249039246109e-01,6.887036965418538159e-01
2.820669087104088479e-02,5.045154553479181958e-01,1.975141294432543049e-01,7.010515811488071680e-02
7.482929132028538488e-01,4.574938389668984362e-01,3.885217565073671997e-01,8.773092452088150361e-01
4.914650081184004926e-01,4.624655733570280369e-01,3.483706251305268564e-01,5.965888638966285740e-01
7.677554500044629637e-02,3.772594415028261983e-01,5.045852786431251902e-01,2.000496262791888746e-01
4.916637741305633358e-01,3.327522217948286620e-01,6.559258569131477534e-01,6.757283237309392732e-01
7.161712139138955158e-02,5.662584970131768758e-01,5.592370817469949351e-02,7.947493934524019199e-02
4.725143601539167348e-01,3.319430209396067588e-01,6.557295244786713884e-01,6.555153705525045282e-01
6.399884886684019669e-01,4.537191492015189009e-01,3.855100223105615287e-01,7.625017505032017917e-01
-1.275394737803814960e-01,2.206123255401041261e-01,8.534106328504448280e-01,7.444638853152918401e-02
-5.148444114437920882e-02,3.638818899277099228e-01,5.221367943856347615e-01,6.950806469601622517e-02
5.966848352144199508e-01,5.720282839517480955e-01,1.002322288447021759e-01,6.436940434167612857e-01
5.751482090531970792e-01,3.789797134973321713e-01,5.555464929291398235e-01,7.378686348448966204e-01
6.507526581852469683e-01,4.064266061696200638e-01,4.988231995089411619e-01,8.029158284252334576e-01
5.463619836233740701e-01,3.522602580470367006e-01,6.157156838321418135e-01,7.230010593788667173e-01
4.969934837215134737e-01,2.523394747575796737e-01,8.471625016194230806e-01,7.304184932614895542e-01
-1.321394423724260581e-02,2.985336877197009020e-01,6.812953323897931179e-01,1.506494032613674428e-01
6.264043006803533542e-01,4.469107478757596841e-01,4.001516221227094938e-01,7.519564355321157745e-01
1.087036599861364444e-01,5.515404440841674694e-01,9.491407239885962799e-02,1.285300303304709457e-01
1.283703938673861344e-01,5.230701039428359289e-01,1.645854742594448084e-01,1.671175754104643474e-01
-7.738819983093517263e-03,4.537290050284038534e-01,3.139523329002338325e-01,6.214024887866909097e-02
4.455012153840779976e-01,2.846712222341470921e-01,7.648214327628282128e-01,6.550700848947867971e-01
5.533382818827856653e-01,5.754416481250282933e-01,8.735244399826613826e-02,5.947486856383501497e-01
2.270343635321941389e-01,2.750442577375395992e-01,7.635184489442176092e-01,4.247102428273692443e-01
3.643136603114823791e-01,5.810586196634153211e-01,5.315966358643553491e-02,3.869480446992379363e-01
2.541834560151623457e-01,5.708516011051274486e-01,6.519649696930163163e-02,2.740801976607010193e-01
2.260533314674674776e-01,1.836813707671310913e-01,9.800194822173935449e-01,4.792395705808544237e-01
2.190757589823506546e-01,4.177443995641956231e-01,4.243162587026821919e-01,3.292785952408118222e-01
9.244159178346507133e-01,6.000455456244233599e-01,7.000126577050302945e-02,9.810062535810670781e-01
3.148860945859913718e-01,5.233863515296424129e-01,1.844342906321626563e-01,3.685953563140329514e-01
2.229108654836412517e-01,5.740772854678932724e-01,5.409511199578165286e-02,2.383040131669232897e-01
2.947550298613941799e-01,3.718351793213952594e-01,5.415189151795571920e-01,4.390404742157526519e-01
2.205711444367181029e-01,4.758137861234804089e-01,2.868065365859315818e-01,2.955629595353983508e-01
2.215559812398131267e-01,5.138658050849204129e-01,1.966989733756875358e-01,2.734749303871699677e-01
7.622471762024077835e-01,3.153807697283740330e-01,7.269942291399706935e-01,9.788664953789445455e-01
-1.666244728924803908e-01,2.367313546093188226e-01,8.108780307540530696e-01,2.237803217573519632e-02
8.013008688716634076e-01,5.657653838668145196e-01,1.376783199545208447e-01,8.687459246457535089e-01
2.124491385451717784e-01,4.973534824277329180e-01,2.348417664834008267e-01,2.736751324392022733e-01
5.387500576389315787e-01,4.689587782093967427e-01,3.381982023558490758e-01,6.437650361317556191e-01
3.795117566997976977e-01,2.627574519137534370e-01,8.094882909315216368e-01,5.970524572531817897e-01
2.517640952855680347e-01,3.348792077320578153e-01,6.243887851145449863e-01,4.150424934278719169e-01
9.597634515790798293e-02,5.437327290233828769e-01,1.120195456911321497e-01,1.195192458786178413e-01
3.270823975945061357e-01,5.121276103134297930e-01,2.124742307578135758e-01,3.886330361807542877e-01
5.496081092589045758e-01,4.553536645200211841e-01,3.716532876486768888e-01,6.637833895223539393e-01
2.360252876329502203e-01,2.730285394504664565e-01,7.692903998400587584e-01,4.356581552676981328e-01
8.578036248149839560e-01,5.925199293150399393e-01,8.048691975732746862e-02,9.135606631735821992e-01
7.957314953997245144e-02,2.100413255783477595e-01,9.013463823587922752e-01,3.048189871807323037e-01
4.838226529070415727e-01,2.135806329693618055e-01,9.376000403427104946e-01,7.397604785858045151e-01
1.727505700806282740e-01,2.280787079032876585e-01,8.688725397202551326e-01,3.945922152481670109e-01
1.680753090583070875e-01,2.329232163494799890e-01,8.568705170470504173e-01,3.865894285592049728e-01
6.128219420588685296e-01,4.115122448165717817e-01,4.825767913975027579e-01,7.588088462987572225e-01
3.165773076053350343e-01,2.911023310208862291e-01,7.353358997171055567e-01,5.117580087698891944e-01
6.242088391822715465e-01,3.270366482321377943e-01,6.841148669398832149e-01,8.225204082087873569e-01
3.378492303567919852e-01,4.143179926207174457e-01,4.455570357178832985e-01,4.597872851009395800e-01
1.520679200738147552e-01,3.400954426492031057e-01,6.010114381163984554e-01,3.040721133089657746e-01
4.639825936301327780e-01,4.054531662015150584e-01,4.805044080808412721e-01,6.015628874958376393e-01
-8.396305198638105705e-02,2.011893374088301600e-01,9.042725149249490890e-01,1.333814035915101837e-01
5.541027895775665346e-01,3.500233545156529180e-01,6.218739740910773639e-01,7.327318618313501952e-01
4.435584455238578694e-01,4.266493500250462811e-01,4.279954252039234186e-01,5.665823738126112286e-01
6.047683548662426967e-01,2.525563011826073012e-01,8.585509780974597271e-01,8.468182025118570211e-01
3.812129405535818472e-01,2.442661596755684172e-01,8.535165874734859104e-01,6.101429548763249722e-01
-1.221359480420235594e-01,2.631501135439843209e-01,7.531558971328375929e-01,5.440668728182718183e-02
6.152160660151445581e-01,5.751120601222732276e-01,9.496757114637588426e-02,6.618546123669516446e-01
1.285888662105716951e-01,3.688556878249564241e-01,5.302316809759632932e-01,2.611861014391326785e-01
-9.148371341065654472e-02,3.764130333979717191e-01,4.880096253472473444e-01,1.863421157899558533e-02
1.644902036692017511e-01,4.055379462236758381e-01,4.472277813354148535e-01,2.776849932390470510e-01
8.077684697631727362e-01,5.750923612921566841e-01,1.162795593793289894e-01,8.700639894811124098e-01
8.127350852030439110e-02,5.161969959601758751e-01,1.756793779965717395e-01,1.203760091830946566e-01
6.765659552121051634e-01,5.348754597440663616e-01,1.971386708655170628e-01,7.526713141394735240e-01
-1.001008359212902793e-01,3.526922847388219151e-01,5.432967317250453343e-01,2.374991594459696653e-02
3.531340908924224808e-01,5.263673612467669738e-01,1.815907775059512064e-01,4.081372173014665705e-01
3.968437810263792942e-01,5.712952662036671070e-01,7.989988163956140976e-02,4.280618020932566159e-01
5.413476863287982610e-01,2.764652474431579243e-01,7.948619021244502925e-01,7.636970878993765144e-01
2.592509855320085932e-01,5.183544377014644988e-01,1.902200129716126176e-01,3.115015500143889504e-01
3.155893484377206293e-02,4.773676626272391754e-01,2.622481903756767041e-01,9.024794348752818163e-02
-1.289595651834952728e-01,2.356549408551188440e-01,8.175897388423540857e-01,6.375818185030379670e-02
5.681361931920710928e-01,5.119487472199337752e-01,2.395200191970506820e-01,6.493814136692879213e-01
-1.101195085749345909e-01,3.158245373077304130e-01,6.295988557142633280e-01,3.534953099670834487e-02
6.899246561891868579e-01,2.587436165447624115e-01,8.532862402424251647e-01,9.351288058923030722e-01
3.301795287887628327e-01,2.920418205970715109e-01,7.346107086099046279e-01,5.258937820937419350e-01
2.860052576340040287e-01,1.864424830131344857e-01,9.800942762272026876e-01,5.423826149234405314e-01
8.939034842779091106e-01,5.500650598599117203e-01,1.851286567108010317e-01,9.784254701660431985e-01
5.573566615283991055e-02,2.928600471160665575e-01,7.023615097820912201e-01,2.286533535373519443e-01
3.527964033718071213e-01,2.696100510114533000e-01,7.902912650737493605e-01,5.639969789658337840e-01
6.982728328049542244e-01,3.377693844304179849e-01,6.668485118771214637e-01,8.960717705951488643e-01
7.102958373773231304e-02,2.334045434013521936e-01,8.450117261620861964e-01,2.813658201342186249e-01
5.383569875580181963e-01,3.922459074382628197e-01,5.200309097436701666e-01,6.900162443306789850e-01
-1.318264972948017255e-01,1.885157645695465511e-01,9.290338991517996803e-01,8.934030718720087361e-02
5.410458529452931709e-01,4.349216129608559078e-01,4.191493855122401246e-01,6.669573987014534300e-01
1.459973999440836168e-01,3.490313581944416987e-01,5.791551368819177759e-01,2.920712709433171961e-01
3.400870626096824112e-01,3.731768314700902867e-01,5.433444565648173352e-01,4.872394263250118263e-01
-3.826260061610399499e-02,3.472931333772908413e-01,5.629267584767718713e-01,9.389767409913640783e-02
1.487398602292810956e-01,3.350705666855282594e-01,6.125572100919974838e-01,3.035310502062136262e-01
4.345933582259619010e-01,3.905263838395428566e-01,5.126481277658253566e-01,5.788680138411034237e-01
6.796659800601022594e-01,3.704619828768951906e-01,5.872837435773313741e-01,8.560611746870028238e-01
-1.955250380635704111e-01,2.166143837204995704e-01,8.553809723936105502e-01,3.369521899999727843e-03
3.761374480409426790e-01,5.808798995572291846e-01,5.488919210828857587e-02,3.998412644891027323e-01
1.780947848176812065e-01,5.082022784795500181e-01,2.053266405641896997e-01,2.299284807536123854e-01
2.200316930701215479e-01,3.915298978156062093e-01,4.865729636618498777e-01,3.462625050795978821e-01
6.799008768770388178e-01,4.873912153732881114e-01,3.100858683845990615e-01,7.851691551328714436e-01
3.191326251434140615e-01,2.003107824005087023e-01,9.508729157067347115e-01,5.697633836308754196e-01
9.474621927112186759e-01,6.272131467841745023e-01,8.135666286567477812e-03,9.893948285594852399e-01
1.996741860003667379e-01,2.950115421175596442e-01,7.131570170749375048e-01,3.829778717340146521e-01
2.359926786560230250e-01,4.881690588174245615e-01,2.592169495696629022e-01,3.047198927682324143e-01
8.485497771004787415e-01,4.906387769071478000e-01,3.210117346350715994e-01,9.655448800240871154e-01
3.856025783995845613e-01,3.744999823851811183e-01,5.452341256134219938e-01,5.356480267133372219e-01
-5.698311401060803666e-03,5.231491797765109864e-01,1.495915891015993093e-01,2.210760094348973581e-02
1.032637626087067190e-01,3.351777650712368661e-01,6.072807244525187942e-01,2.542947696831601156e-01
8.570472726415727660e-01,5.489661171370270321e-01,1.836637439955676188e-01,9.392433268426205739e-01
3.347577745187155229e-01,1.910282284535943509e-01,9.746062541601056006e-01,5.923060874175546386e-01
-6.154668913469864278e-02,2.694640861860508885e-01,7.448777132218501462e-01,1.160770976206353389e-01
2.360209502864407671e-01,5.020208155362538838e-01,2.263793802107291198e-01,2.963223114969147920e-01
3.320645402703087945e-01,5.062982226685022180e-01,2.268451640424974380e-01,3.975668920292888542e-01
2.258231583051439895e-01,3.645992493858671857e-01,5.510615890967784924e-01,3.689105775630461270e-01
4.240072630991831848e-01,2.695677451175809702e-01,7.982560192114060982e-01,6.410195009509529473e-01
8.289243773294928674e-01,4.568830426166264891e-01,3.988747283166369506e-01,9.648637008382583424e-01
5.304487186393653797e-01,2.099240318024824248e-01,9.514186939791274833e-01,7.923998093337326631e-01
2.693688378876309408e-01,3.825066045372991219e-01,5.134147465114377029e-01,4.050985742122092947e-01
-1.708086492533225087e-01,1.851132290757105947e-01,9.327957150244255979e-01,4.926111883974726435e-02
-3.041254625350001128e-03,4.599892604521965134e-01,2.996288856059343697e-01,6.341041959456139576e-02
3.174959620959185158e-01,5.139719280235123255e-01,2.070428804134842871e-01,3.771455160001753182e-01
4.816309209220510090e-01,5.393630523876874472e-01,1.649707593718845455e-01,5.391672107852060192e-01
6.328178019970585044e-01,2.803859546176814543e-01,7.956682849057533646e-01,8.602136321813333986e-01
4.219385341230763586e-01,3.529971491187924304e-01,6.002274172437236377e-01,5.880197729676062135e-01
5.915459123379448458e-01,4.872786708654012200e-01,3.005948672646504560e-01,6.897037797648939428e-01
1.217778991561707796e-01,4.551093126375936881e-01,3.249834954781485319e-01,2.013404188900146385e-01
4.571422941457714550e-01,4.275208938801356995e-01,4.274292954102736353e-01,5.807396236067836615e-01
1.192713629349381604e-01,2.358402320968459032e-01,8.445648002574247526e-01,3.320452667978086581e-01
6.381212578272638103e-01,5.676725175093534359e-01,1.151353725803740957e-01,6.911474792843804726e-01
5.679163512288559756e-01,4.427161782628726283e-01,4.036370468687163759e-01,6.912685089744714517e-01
4.986032642621722188e-01,3.520069212045263130e-01,6.110418894119870048e-01,6.715160617819989630e-01
7.364347640248407600e-01,4.666333474280647264e-01,3.655435836081099010e-01,8.589266489623309520e-01
5.964059723800336776e-01,3.006390446736042499e-01,7.436295904704366411e-01,8.085202578806808260e-01
5.400302235373061199e-01,4.557220082360489144e-01,3.697222215661364331e-01,6.532031753492775206e-01
7.444183627176596818e-02,5.497660030077556881e-01,9.533719882573310489e-02,9.256407970270252861e-02
2.400803868345629394e-02,5.780067419664526307e-01,2.281226899493871141e-02,2.084933189897975048e-02
6.142299125193041442e-01,3.410361895075081362e-01,6.498217354009776514e-01,8.032126183072457737e-01
2.325922237528172398e-01,5.263238445092539575e-01,1.683814329679157451e-01,2.778277357994213270e-01
5.827011213888052543e-01,4.164949234742452155e-01,4.674370045043343413e-01,7.232089642494359261e-01
9.017218954204825332e-01,6.191837138064261170e-01,2.212088451893912122e-02,9.448236439072398296e-01
3.060117229256031357e-01,3.526483693383920537e-01,5.882514931167253103e-01,4.628860615830993064e-01
1.666416696675574460e-01,4.391582547096772871e-01,3.677560615452245552e-01,2.595548723342607778e-01
4.001863371075125575e-01,2.707659507999254922e-01,7.927844732715769727e-01,6.145340593125961925e-01
-1.843573810757876963e-01,1.802910266670252337e-01,9.427322144215226629e-01,3.754563116550213575e-02
1.163935642711817348e-01,2.961849328345041998e-01,7.011776379070984166e-01,2.922167004890263708e-01
-1.088509362266250197e-01,2.930586883025879663e-01,6.837137864616252836e-01,5.057313626027037934e-02
-1.089966313708685547e-01,3.699005090203939528e-01,5.015158550613536548e-01,3.660927820992143644e-03
-1.085171412483142556e-01,3.471192686961836471e-01,5.555801311891371830e-01,1.804070240083477383e-02
1.578194051783333163e-01,2.168121176565297459e-01,8.939351598467335513e-01,3.853030814504624368e-01
2.867414237496391793e-01,5.372777596026910851e-01,1.483913230049328513e-01,3.297116396701608165e-01
6.445295675035910277e-01,4.599488037166857834e-01,3.712418435351949597e-01,7.636213393117051718e-01
6.031341563645485626e-02,3.664458500900702465e-01,5.284048200652602389e-01,1.888295075941958112e-01
5.488128510857107623e-01,3.701990241679894433e-01,5.734559021554177516e-01,7.147361559548683907e-01
5.889848056918692842e-01,1.949666311285875864e-01,9.933453857633877115e-01,8.647928682317859161e-01
8.948188328077176790e-01,5.707914205460363766e-01,1.360902742010131616e-01,9.668041643650040484e-01
6.750864256968924781e-01,3.859524880935812918e-01,5.500520338099389450e-01,8.416842767790748692e-01
-7.628094459512414771e-02,2.109536456426572837e-01,8.819710293959556191e-01,1.357465587751579550e-01
4.543324536583511208e-01,2.834302634147141120e-01,7.687388954204162905e-01,6.653739318313345308e-01
8.389023688699541459e-02,3.684179522365287340e-01,5.263330248314331827e-01,2.131220259240740322e-01
8.020795960745364939e-01,4.128170313454502804e-01,5.003847305135692425e-01,9.626498857077719906e-01
2.674607134902979300e-01,3.097343348726377954e-01,6.857374864364719214e-01,4.473139565349635305e-01
1.097381693711320522e-01,1.707351283011442344e-01,9.978675946440628275e-01,3.613509249564332837e-01
6.537311368120743982e-01,3.477653507135540778e-01,6.382302537051307567e-01,8.418289568093647590e-01
8.909880219756386444e-01,5.606054944567411269e-01,1.598166933012333812e-01,9.688597605446779282e-01
4.911496369424045993e-01,3.495220828022571613e-01,6.161099433842327500e-01,6.649687318342645259e-01
3.898675083503343464e-01,5.835891951193856730e-01,4.998214241531184765e-02,4.130384192743009608e-01
8.637061240655689864e-02,2.969888024212283817e-01,6.959560657243800685e-01,2.592652501832007905e-01
-1.841534799713291648e-02,2.833714608998215145e-01,7.166685385696829336e-01,1.542508927357191251e-01
1.675228936278841396e-01,3.409692495498760634e-01,6.006465880086292453e-01,3.202511409958066491e-01
1.242553342663781230e-01,5.030850088198500769e-01,2.115130409793593014e-01,1.748281662419814975e-01
8.518819537827608535e-02,3.174178126816670220e-01,6.473909869074816470e-01,2.455566581414273530e-01
1.692842296349412190e-01,2.515422943878292683e-01,8.128606460672163081e-01,3.765677312158466350e-01
-6.914039416102653324e-02,2.177837850339747749e-01,8.665662629395124439e-01,1.393114605337270051e-01
1.685468536232288816e-02,5.501394091375217954e-01,8.809203768625994968e-02,3.007074118712216304e-02
2.045464420663378191e-01,2.612719601762079069e-01,7.936872110015095183e-01,4.087749682939099127e-01
5.361426669315786375e-01,3.950242712353276842e-01,5.131992277016333981e-01,6.859315037461112263e-01
5.868070705380313834e-01,3.383402680780711602e-01,6.531848603832358657e-01,7.752019983531203140e-01
6.977139828776521835e-01,4.029574962248653747e-01,5.122343617870740440e-01,8.558035784140294311e-01
4.501171371152558054e-01,3.785539981996712267e-01,5.427475078070218562e-01,6.029377482679518785e-01
4.516278322272024304e-01,3.446919235505580548e-01,6.231968685626705362e-01,6.251746863356952844e-01
4.770751246747330088e-01,3.987802331602344208e-01,4.977709792097811947e-01,6.197793633365562549e-01
1.175263744102282570e-02,2.638773665105156319e-01,7.662181906159746259e-01,1.987312935446359230e-01
2.051734808752970207e-01,4.686710047381364985e-01,3.020406291649606612e-01,2.832602778348910499e-01
2.886159362086608837e-01,4.358371472469428909e-01,3.891006798047573767e-01,3.934603538708233428e-01
5.798056366235754266e-01,2.552670720784858682e-01,8.493672408249250960e-01,8.181778717686420954e-01
1.673039816459807871e-02,3.665148218316004458e-01,5.234280345467894335e-01,1.416633801474913579e-01
7.440574981346824712e-01,5.516052285275184763e-01,1.649282864894244804e-01,8.154672951087452715e-01
3.543869277250016880e-02,5.158962919239425959e-01,1.713303588480884487e-01,7.100005414997623276e-02
3.470657605631243814e-01,2.995312790704186545e-01,7.187190862013960180e-01,5.395950420933728342e-01
-7.848656545534556106e-02,4.000961300142384380e-01,4.332955124085886567e-01,1.827732162560413709e-02
4.997617696638379514e-01,2.441164680382048591e-01,8.669638946099534893e-01,7.384150212387604606e-01
1.961651684643229976e-02,4.117802115800032747e-01,4.164284943846036091e-01,1.172421122948427152e-01
5.683219386664257744e-01,1.941073356206891587e-01,9.931006769931141065e-01,8.429739733883166997e-01
2.897383052809659465e-01,3.590009767303763422e-01,5.713930781628483446e-01,4.414251536413091870e-01
9.001265031171266917e-02,4.166164398604675356e-01,4.127369087245270629e-01,1.904153498267401323e-01
5.988180097212526531e-01,3.330290294987376942e-01,6.671035833376051105e-01,7.914204746312711869e-01
1.089211525026347466e-01,4.379486438129231995e-01,3.642492965483724587e-01,1.978805237476425338e-01
5.411369556660050595e-01,4.815910328728139067e-01,3.085123960452973435e-01,6.386597312401516291e-01
3.088705410570380949e-01,2.703929738357261359e-01,7.835839321033326588e-01,5.160257443043966274e-01
7.299608327769396832e-01,2.831395618618287591e-01,7.998682187544898792e-01,9.635741450619955684e-01
1.302979811137424671e-01,4.498930285804896290e-01,3.382915671611899100e-01,2.137266284817875839e-01
7.140641145995887396e-01,3.246110643044952671e-01,6.997891292003238783e-01,9.211523286838757540e-01
5.160303911762444962e-01,2.208852368735207961e-01,9.238387748410149536e-01,7.701406012285015867e-01
7.273411956518850419e-01,3.874240988686730724e-01,5.523340002147995031e-01,8.972893684764111644e-01
9.657624430643163560e-03,4.866267887990729513e-01,2.378772634705020872e-01,6.093339187673241231e-02
-9.753946486847016317e-02,1.677304627447879781e-01,9.820997372609235887e-01,1.390600694881263255e-01
6.028100508648235323e-01,3.543225192303243731e-01,6.170603992169653162e-01,7.827807727344356925e-01
4.194643265096894558e-01,5.343638311513219108e-01,1.699576415083110525e-01,4.749913404667798211e-01
5.214213686760976740e-01,3.670680955353406993e-01,5.778538352675112177e-01,6.870241252140706356e-01
-5.699457998643728263e-03,4.490781344903010952e-01,3.252041596683578062e-01,6.717514863439766337e-02
6.257955806928502396e-01,5.289306351969551567e-01,2.056260405024481486e-01,7.013929684324011760e-01
1.081330521206122219e-01,5.053120348986827048e-01,2.044525274470155862e-01,1.560408980689057534e-01
5.460479537956766105e-01,3.546539190810855113e-01,6.100059475131865971e-01,7.212050830003432500e-01
7.144358008404493310e-01,5.967395735401114232e-01,5.464930714692350922e-02,7.559766681786715958e-01
6.981461952453709152e-01,2.747363359923231663e-01,8.162775859384360233e-01,9.342875231960245941e-01
5.228248177905372995e-02,5.622287915120596224e-01,6.334231216383068297e-02,6.102123820133320553e-02
7.103552112165870680e-01,2.161798488151290831e-01,9.564556591713347933e-01,9.831174284777921546e-01
1.078576688661881250e-01,3.899349738484197414e-01,4.779659371990120365e-01,2.259447174768750566e-01
7.468639755716649509e-01,5.689628395158480290e-01,1.240856203167253202e-01,8.079405010432239020e-01
4.752419217866192813e-01,4.407448500813413994e-01,3.980759399772975105e-01,5.922636932798545084e-01
1.804978596753051834e-01,4.788907186925797088e-01,2.750858831203735200e-01,2.503615281692812555e-01
7.799537258192676958e-01,3.888788897941215517e-01,5.546953549303776931e-01,9.532915226945424259e-01
2.508138343261779868e-01,3.254274905908567384e-01,6.466926163522437321e-01,4.197659537131631646e-01
6.154575769437385935e-01,5.388430184286547853e-01,1.809833665302847949e-01,6.841837718913366118e-01
7.192266394847546263e-01,3.488526027076970237e-01,6.428857767719783345e-01,9.119844624091673069e-01
2.405548007180501324e-01,3.430066325784684733e-01,6.038817880493987378e-01,3.979772774091472343e-01
1.394570460328363737e-01,4.642642260456286696e-01,3.052308673801796823e-01,2.148856668755420030e-01
7.680379624596158639e-01,3.211356097701738022e-01,7.139897893463611478e-01,9.816262335499268410e-01
4.483322192293990871e-01,2.039962668860724193e-01,9.564037844214750006e-01,7.072180690456177921e-01
3.955526733516681603e-01,5.096800098166112125e-01,2.258389545404536625e-01,4.641558101996641206e-01
-3.203883264538461006e-02,3.451686774107781130e-01,5.686509102837699059e-01,1.019197592913235750e-01
1.898168095785618958e-01,2.934341521019332433e-01,7.158081628626352666e-01,3.732793466067156896e-01
-1.167531118641379623e-01,3.029080693955600312e-01,6.594894925604806168e-01,3.603601406225487302e-02
5.582395961253708849e-01,6.026735254238262396e-01,2.333054388689748126e-02,5.834789030189104775e-01
9.513040472404614423e-02,1.788593730861743891e-01,9.769928136254941720e-01,3.406130462350778210e-01
-6.478636725534832330e-02,2.861600000098014074e-01,7.049361128573156110e-01,1.024155065315605073e-01
8.926743987534184466e-02,2.708035944955043961e-01,7.583576691090879729e-01,2.783299281166348171e-01
7.541144863023047096e-01,2.921788054678197133e-01,7.811048662326083303e-01,9.841903365802376902e-01
6.850850728642844389e-01,2.286173731380228835e-01,9.241771188607891263e-01,9.482264223159649896e-01
7.591571931685315855e-01,3.776304962340845672e-01,5.790670680645410018e-01,9.376493849904611322e-01
-7.204625606025351348e-02,2.815592455764283075e-01,7.150421214645914514e-01,9.736509299315121435e-02
2.955385906296159049e-01,4.439854053302044190e-01,3.705467632486827423e-01,3.959876415027232532e-01
7.227504293966239279e-01,5.668261721072279657e-01,1.264883027867184095e-01,7.831677789080665475e-01
7.051506896191975793e-01,4.602465473618272407e-01,3.772308655009311007e-01,8.289867974084015323e-01
5.559444374627851848e-02,2.846083314829708222e-01,7.219096447864559174e-01,2.335214420690615578e-01
1.341438293977700869e-01,4.932509279229818633e-01,2.359204271650024998e-01,1.915036880152023446e-01
-1.495114332940257751e-01,2.600489279798634534e-01,7.574850800542736184e-01,2.669385620197184394e-02
8.852949783892323510e-02,5.209959531860245407e-01,1.651030260058345966e-01,1.253016092151790772e-01
3.942145190988462500e-01,1.868912023329968308e-01,9.909809387893877553e-01,6.591109128980477960e-01
7.056282657869410446e-01,3.299390047646887369e-01,6.862256375046180690e-01,9.087892584955626907e-01
3.003441478326752678e-01,5.759296907061349780e-01,5.825495327906793364e-02,3.209016893587546271e-01
8.136325850923592506e-01,4.515422327165581340e-01,4.098482760446012785e-01,9.515790766906504494e-01
4.947832642970897976e-01,1.902032873388914691e-01,9.942351276829712869e-01,7.658356736029259260e-01
-1.162332923601103879e-01,3.475197511723285282e-01,5.537784763490229967e-01,9.453934845920275443e-03
1.656426265243453044e-01,1.907318331674564549e-01,9.566320693330355729e-01,4.096305844101209015e-01
